,Influencer,Radio,SocialMedia,TV,Sales
1525,Mega,31.0321785,2.172376019,96.0,339.2103946
1526,Mega,26.53276921,4.872160564,82.0,295.9333467
1527,Macro,13.68520147,2.216926901,19.0,61.63307421
1528,Macro,16.58869133,2.016096817,33.0,121.0863531
1529,Micro,28.3134171,5.173771428,76.0,266.3278715
1530,Mega,13.8307792,2.90002924,67.0,236.3068542
1531,Macro,4.952002391,7.309016168,11.0,40.14105417
1532,Mega,10.29724464,1.36503372,55.0,188.667483
1533,Mega,32.28081447,4.606427961,89.0,311.4335461
1534,Micro,30.51105176,2.625733254,66.0,232.9948515
1535,Macro,1.551591041,0.486129113,22.0,80.97345703
1536,Mega,26.71216178,5.834040145,88.0,308.0598456
1537,Macro,18.0716099,4.009603049,63.0,222.395167
1538,Macro,18.42630998,3.158669402,89.0,316.3148646
1539,Micro,32.98528869,3.891731352,98.0,351.0535774
1540,Micro,7.903492524,1.551582154,47.0,173.5896069
1541,Macro,12.11627058,4.173004258,43.0,152.0483513
1542,Macro,24.68551263,5.22238047,61.0,218.9860804
1543,Micro,30.89320729,7.389871572,51.0,175.9890313
1544,Macro,32.53845535,5.331902545,93.0,333.932421
1545,Macro,16.50000902,3.138409019,37.0,130.7588912
1546,Micro,7.771726602,2.075967643,21.0,73.39580202
1547,Nano,8.922966385,2.254832178,42.0,143.856228
1548,Nano,20.72482281,4.321570987,88.0,314.8295426
1549,Macro,25.19640177,3.404124993,59.0,209.3645304
1550,Mega,7.868479803,0.06731754,35.0,121.8138666
1551,Micro,22.66567386,5.289217664,72.0,257.1158759
1552,Mega,22.38166556,2.322283907,47.0,166.0603064
1553,Micro,32.20083678,5.583016234,80.0,282.61784
1554,Macro,4.545110873,2.852404636,26.0,93.01538817
1555,Macro,16.57349003,0.928129377,51.0,189.9203029
1556,Nano,14.39599154,0.895646184,90.0,323.1347398
1557,Micro,28.11706363,4.28069051,78.0,278.7620332
1558,Nano,19.83350146,2.169126347,70.0,247.5921365
1559,Nano,21.52322437,3.905081353,77.0,273.467668
1560,Mega,32.16505613,5.313501318,85.0,299.831784
1561,Macro,29.05558455,6.136696879,50.0,177.3238903
1562,Nano,10.03259879,0.684486506,11.0,38.69555595
1563,Mega,23.16628697,4.273919017,73.0,257.6681116
1564,Micro,13.89189629,2.39359741,26.0,90.67791735
1565,Mega,25.6542875,6.396459843,72.0,250.6669444
1566,Micro,25.80615546,5.848905295,66.0,236.0313106
1567,Mega,14.41461909,1.874666304,70.0,249.9984974
1568,Nano,28.54447728,4.952881046,79.0,277.361873
1569,Macro,27.79645954,3.915785408,76.0,270.3551046
1570,Mega,13.85032361,2.900443085,21.0,73.83086992
1571,Macro,10.81167265,3.056311578,49.0,174.5142338
1572,Macro,32.75641678,1.581845181,90.0,321.7478782
1573,Nano,8.240898541,4.207676862,15.0,54.81334067
1574,Macro,11.58423742,2.547683061,27.0,95.49114899
1575,Mega,6.688832575,1.043337879,24.0,83.99009901
1576,Macro,5.930538265,0.861035978,28.0,103.1628319
1577,Micro,22.71907633,3.566563314,75.0,265.7948897
1578,Micro,15.69086872,3.143849286,58.0,204.4063412
1579,Nano,10.75229268,1.832885616,18.0,59.7933953
1580,Micro,5.717314068,0.126471551,25.0,91.03215459
1581,Micro,17.26923733,2.668721882,43.0,156.493122
1582,Mega,15.399307,1.168398986,41.0,150.2588494
1583,Macro,11.51253111,2.793347914,61.0,220.165067
1584,Nano,3.781891222,1.888196109,11.0,41.63749948
1585,Mega,15.73424826,3.670681166,46.0,160.4675811
1586,Micro,11.95627229,1.748785255,42.0,148.9220025
1587,Nano,21.62079765,3.571579662,77.0,271.5474018
1588,Macro,15.73486797,0.509432226,78.0,281.9068631
1589,Nano,7.801082015,1.758760771,32.0,113.3989396
1590,Nano,25.26324859,2.504473175,75.0,267.235998
1591,Mega,10.90658815,0.283125518,22.0,80.50988544
1592,Nano,28.86285965,1.487848366,79.0,283.1115459
1593,Micro,7.870960618,4.867663371,49.0,176.1282464
1594,Mega,22.46543434,0.283374568,66.0,236.1719099
1595,Macro,9.721111207,0.881835115,47.0,167.9770283
1596,Macro,38.09039458,4.942815974,96.0,345.7806832
1597,Macro,16.05076847,1.614349914,42.0,147.5554217
1598,Micro,12.52223274,0.056339938,33.0,119.0233823
1599,Micro,13.19401085,3.892134438,40.0,139.9381321
1600,Mega,21.85879116,3.273587772,69.0,246.7614496
1601,Micro,18.9396793,2.457398302,50.0,176.9729111
1602,Micro,10.32892552,0.22490442,17.0,63.35830561
1603,Micro,14.37870711,2.671230095,39.0,138.7518293
1604,Micro,18.84526775,6.501071139,34.0,123.0024932
1605,Macro,15.98558312,6.713201271,23.0,82.14573955
1606,Nano,19.89609401,3.691370434,68.0,243.5681539
1607,Mega,29.49996311,3.520463252,68.0,242.827857
1608,Macro,21.10940259,4.247449589,49.0,171.1891551
1609,Macro,10.55302912,0.818136405,30.0,105.2992687
1610,Macro,4.952167506,0.015178191,29.0,104.9023676
1611,Nano,16.40090079,5.537219727,43.0,151.1494622
1612,Macro,33.30626217,5.365256008,92.0,332.1394819
1613,Nano,22.97221688,0.569872983,87.0,306.4455341
1614,Macro,19.7537397,4.996981078,74.0,257.8633264
1615,Micro,29.62779345,4.967052169,83.0,296.5404942
1616,Macro,12.96311522,0.910273486,18.0,66.70886844
1617,Mega,18.44826657,2.240236875,40.0,141.6144208
1618,Macro,17.60586851,2.785139037,47.0,163.3526701
1619,Mega,35.08319587,6.750893552,100.0,353.1287078
1620,Macro,12.20577282,0.209628861,22.0,82.87350391
1621,Micro,4.631875016,1.714052811,22.0,78.1091351
1622,Mega,32.81499473,6.469135436,97.0,347.1460055
1623,Nano,18.73693928,4.166428183,59.0,210.6886426
1624,Mega,6.288521566,0.784940388,34.0,118.717563
1625,Mega,27.18067734,3.462775387,78.0,276.0140254
1626,Macro,13.79194397,4.325957086,44.0,155.787445
1627,Micro,12.91275537,0.141228007,20.0,66.20189021
1628,Micro,8.539958592,1.726208762,22.0,81.24394386
1629,Nano,12.41464256,0.67122054,56.0,196.5945084
1630,Micro,32.46276288,7.394593343,81.0,282.4714683
1631,Micro,14.41990991,3.449966023,34.0,119.9675456
1632,Mega,1.4394043,0.476601268,25.0,90.93193458
1633,Macro,30.79811267,4.432037098,95.0,338.1495517
1634,Nano,11.27077509,0.489079881,57.0,202.3643006
1635,Micro,30.33118132,6.874902604,99.0,349.063226
1636,Mega,26.71815053,3.363133607,78.0,279.2291959
1637,Nano,3.554830199,0.175409196,42.0,147.7748273
1638,Micro,14.11605382,2.421047312,16.0,56.11037488
1639,Macro,26.85928418,4.954590412,77.0,274.5720105
1640,Macro,12.90902808,4.127052774,24.0,84.23062597
1641,Mega,6.029834723,4.226553307,28.0,95.39293351
1642,Micro,16.54897865,2.507602578,34.0,118.1257389
1643,Mega,3.795386859,0.08705152,10.0,33.77579231
1644,Macro,21.84650885,1.464674884,84.0,303.3009791
1645,Nano,10.14884347,4.178689225,25.0,90.8262619
1646,Mega,9.960783911,0.563444389,71.0,255.8479365
1647,Nano,7.54871986,0.881171591,13.0,46.00775135
1648,Nano,11.43091748,1.637087299,26.0,91.22124236
1649,Nano,27.05157984,2.847943087,96.0,339.6879601
1650,Nano,2.181141862,0.316356235,16.0,56.18992373
1651,Micro,18.35068386,1.831142407,59.0,214.2691154
1652,Mega,18.37349871,4.085720398,37.0,136.2090591
1653,Nano,1.578916632,4.637683176,12.0,41.7006822
1654,Micro,40.5572006,3.490643013,86.0,307.8322326
1655,Micro,18.75119331,4.596953264,68.0,245.2377744
1656,Micro,25.7252168,2.967397866,89.0,317.0033014
1657,Micro,0.364453104,0.471870511,16.0,56.76894157
1658,Macro,18.22775097,1.46423568,52.0,184.4052178
1659,Mega,12.14047899,2.424122986,21.0,75.12890956
1660,Micro,21.65921915,0.185140718,80.0,283.8539032
1661,Macro,33.44612465,6.737926736,93.0,330.7683247
1662,Mega,11.74323228,1.380873108,36.0,130.1052305
1663,Nano,32.57632596,4.849638451,96.0,343.006536
1664,Mega,19.18375248,3.345825344,73.0,262.2812906
1665,Mega,26.50857047,0.441110839,80.0,284.9354724
1666,Micro,17.30522246,3.579885761,68.0,241.3253526
1667,Nano,26.2868629,1.777654087,87.0,307.3900957
1668,Nano,20.43830433,2.097019822,66.0,236.1587125
1669,Mega,22.23688421,5.39787857,64.0,225.0827009
1670,Micro,27.44276637,2.375615308,94.0,336.004897
1671,Micro,34.75985708,7.786331165,84.0,301.566465
1672,Mega,19.81327192,0.733182064,61.0,217.3399513
1673,Micro,16.14051524,3.698544745,69.0,246.4092004
1674,Nano,27.63922592,3.796985953,94.0,336.9047215
1675,Macro,13.76651754,1.667909691,42.0,149.3342017
1676,Micro,8.307830874,3.835013023,32.0,112.929838
1677,Macro,24.48425958,5.258960389,18.0,64.91713396
1678,Macro,33.24653379,3.953012517,96.0,343.302666
1679,Nano,20.86981195,7.882758146,89.0,311.5458763
1680,Micro,21.22223249,3.97683231,53.0,186.6132475
1681,Micro,13.68365047,2.722705333,62.0,223.6224376
1682,Nano,32.11478337,6.307491644,85.0,304.5559203
1683,Mega,29.61090382,4.297266947,100.0,355.4113311
1684,Nano,13.44187653,5.166034391,28.0,101.2131872
1685,Nano,22.29554389,2.821388736,50.0,176.294088
1686,Mega,10.27052279,1.711637177,26.0,96.7886356
1687,Nano,5.283799574,0.056516876,40.0,137.1191055
1688,Macro,11.86861071,0.222563672,22.0,78.82271742
1689,Nano,21.75233897,6.362993293,39.0,139.5289455
1690,Micro,39.72720142,5.700071103,97.0,345.4002424
1691,Nano,11.65346233,0.4192589,15.0,57.6272184
1692,Mega,6.574754043,1.906421473,42.0,146.4444888
1693,Macro,29.91466827,7.566088234,60.0,213.232032
1694,Mega,16.88059995,4.300450043,39.0,134.5819911
1695,Nano,21.73227479,1.164412348,59.0,213.5462203
1696,Macro,1.785753879,1.150818911,13.0,44.24211889
1697,Mega,26.31262933,3.527462273,85.0,301.2905938
1698,Nano,14.97152964,4.950837638,93.0,330.1523834
1699,Nano,19.77258376,1.932404713,39.0,133.8829994
1700,Macro,15.57823282,0.613989803,24.0,78.67476945
1701,Micro,6.840434393,2.21127782,40.0,141.1148856
1702,Micro,30.74081606,1.325993613,94.0,335.5279533
1703,Macro,8.594467237,6.259991431,29.0,105.2733
1704,Macro,23.21583157,2.823404512,75.0,267.1082037
1705,Macro,30.88592551,2.762634911,85.0,297.1210103
1706,Mega,15.57082643,4.419476769,51.0,181.3659079
1707,Nano,16.22896033,1.856518043,37.0,136.5731341
1708,Nano,10.61128089,2.088636201,18.0,64.96739545
1709,Mega,1.132159663,2.182918919,13.0,44.56330667
1710,Macro,29.89162818,7.445374733,90.0,316.0227054
1711,Nano,10.62808317,4.223887377,38.0,136.9299956
1712,Micro,31.34456883,5.531733764,89.0,313.8384574
1713,Micro,4.561389512,1.791092844,26.0,90.85086418
1714,Mega,31.09859014,5.451928941,92.0,328.2091588
1715,Mega,19.56382452,3.911593076,60.0,213.8418717
1716,Micro,15.84387923,0.274847731,67.0,242.9322355
1717,Mega,29.30289498,2.054143187,91.0,324.2025999
1718,Micro,3.367646768,0.817346265,15.0,52.82900074
1719,Mega,27.9477843,2.390363872,82.0,293.5809716
1720,Micro,12.96221782,1.307508427,51.0,182.02879
1721,Micro,24.25593991,3.567089593,53.0,188.7849519
1722,Nano,11.50318371,2.519338224,47.0,162.3156135
1723,Nano,10.9248179,2.761077651,34.0,120.4480819
1724,Mega,27.8250589,7.517227186,70.0,251.8373844
1725,Mega,22.07045663,0.558257155,85.0,302.918988
1726,Macro,15.78634705,1.018862371,53.0,193.0239206
1727,Mega,16.93276889,0.570012164,57.0,205.320967
1728,Micro,27.05446611,5.748857069,93.0,328.6740039
1729,Macro,19.52140396,5.296023403,52.0,188.0374706
1730,Macro,30.33052366,6.592402221,92.0,329.5506473
1731,Macro,10.33219793,1.864729703,25.0,85.80145956
1732,Macro,23.74402735,3.853397609,83.0,298.1843017
1733,Mega,8.674406942,2.76024852,12.0,42.18848212
1734,Macro,19.31265786,7.152376619,58.0,205.8501613
1735,Micro,25.52112396,6.982196583,84.0,303.9417894
1736,Nano,11.1856596,1.117540683,49.0,174.947983
1737,Nano,5.915589549,3.679589765,17.0,57.35429218
1738,Micro,14.39177935,1.226266329,58.0,207.6955665
1739,Macro,12.8045883,0.403183606,46.0,162.9168273
1740,Mega,14.01663901,0.804732595,49.0,178.6016611
1741,Micro,24.11731486,7.885150229,86.0,297.4179838
1742,Mega,31.27216356,7.156201274,82.0,292.8000064
1743,Nano,16.33680868,2.608252956,46.0,164.1198541
1744,Macro,15.18856944,0.760136913,43.0,153.6034143
1745,Mega,19.52113112,5.018550323,45.0,159.6395752
1746,Micro,9.711793355,4.085503675,39.0,136.2617
1747,Nano,18.28916702,3.367685945,46.0,162.761069
1748,Mega,11.30005574,1.951961716,19.0,66.92974218
1749,Macro,20.73115242,2.60083973,61.0,219.2762729
1750,Micro,28.93984477,4.558251395,87.0,309.1159827
1751,Micro,29.24109161,3.030024575,93.0,328.5450716
1752,Nano,33.15180841,5.473668013,100.0,352.0316527
1753,Macro,24.182637,8.112998598,79.0,282.0068578
1754,Micro,19.07589515,0.028584966,60.0,215.8630212
1755,Mega,29.13806872,4.47779358,84.0,294.8365076
1756,Mega,13.86884055,0.415369459,58.0,208.2141876
1757,Nano,21.03563703,2.676063422,58.0,201.1306345
1758,Micro,24.14322754,6.439212757,77.0,272.1369614
1759,Nano,2.143675371,2.392674334,22.0,75.44740193
1760,Macro,30.89825295,4.79585416,95.0,340.1787683
1761,Mega,13.81363025,3.245540816,55.0,193.8410802
1762,Mega,8.398906234,1.465690951,40.0,146.0624753
1763,Macro,12.1401328,5.189186344,28.0,105.1757641
1764,Macro,16.21666237,4.527337829,50.0,176.198368
1765,Macro,0.559364137,0.865257524,30.0,104.0141267
1766,Macro,12.65418479,1.185976057,22.0,78.51737028
1767,Micro,15.6542643,1.535037337,60.0,213.0470224
1768,Mega,27.55608572,7.176764184,77.0,274.1111902
1769,Nano,13.93826554,0.411806407,12.0,43.62627014
1770,Macro,4.448543912,1.895344267,30.0,102.9688972
1771,Micro,23.62769699,4.313288112,79.0,283.23928
1772,Micro,3.61889035,0.424484925,15.0,57.13208846
1773,Macro,28.34632962,2.769185314,94.0,341.0961459
1774,Micro,14.19276133,5.080543358,46.0,166.8532012
1775,Mega,5.781911269,2.625228759,34.0,123.6854906
1776,Mega,16.85524707,4.161090186,74.0,266.4905429
1777,Macro,26.81404542,4.200575594,92.0,324.1613788
1778,Micro,8.23299153,0.635691754,30.0,106.0646022
1779,Micro,21.33298526,8.327309347,88.0,318.4175882
1780,Nano,17.88186115,4.934914451,91.0,327.3869317
1781,Micro,19.35093165,0.759754583,83.0,295.1684318
1782,Micro,4.450949726,4.79777927,34.0,123.5891212
1783,Mega,17.41067699,3.407154022,41.0,146.0814648
1784,Macro,1.768192165,2.568925254,15.0,58.27357746
1785,Macro,36.40241947,5.322761087,78.0,277.7072998
1786,Micro,25.08149831,2.684253156,63.0,221.8098717
1787,Macro,27.37790545,6.011353686,75.0,261.807769
1788,Micro,20.83411647,0.539190245,48.0,171.7390914
1789,Nano,30.87615447,7.201351187,94.0,336.7465414
1790,Mega,8.027424156,3.780097613,39.0,141.0870842
1791,Micro,9.434361981,1.80338467,13.0,49.11766
1792,Mega,15.50442945,2.861961964,42.0,145.797656
1793,Mega,18.51355605,0.825055868,71.0,250.9404408
1794,Mega,14.41288029,3.113926336,36.0,129.8253781
1795,Nano,18.92071357,3.2484686,64.0,230.4018509
1796,Micro,34.19292834,7.824969974,99.0,357.1050913
1797,Macro,39.3614212,6.182300153,95.0,342.7787915
1798,Micro,0.0430822,1.299324106,17.0,64.98105749
1799,Mega,11.33818605,3.13e-05,20.0,67.66681205
1800,Micro,29.33668376,3.456429808,80.0,288.1780625
1801,Macro,18.99508544,0.962846607,46.0,164.3320454
1802,Macro,20.14218343,5.76350789,75.0,265.2327334
1803,Macro,3.089352514,2.609818028,15.0,61.44385143
1804,Micro,14.43895625,2.954981196,63.0,220.228013
1805,Micro,12.61877735,1.600792875,20.0,74.82778835
1806,Micro,28.70134242,3.706080385,68.0,242.1359205
1807,Nano,22.44968986,0.305109692,74.0,263.346636
1808,Macro,5.515064497,0.767888515,11.0,36.30549977
1809,Micro,7.227368592,1.144932144,35.0,122.1256688
1810,Mega,19.40080063,5.766919399,52.0,189.9818855
1811,Mega,9.973957511,0.673025333,25.0,87.25168606
1812,Nano,21.19623719,2.288930782,74.0,265.2197984
1813,Micro,0.460924393,0.258229475,11.0,38.21640173
1814,Nano,36.73607325,7.608349815,99.0,347.7546808
1815,Nano,5.561586305,3.530209276,11.0,39.99208709
1816,Nano,7.768529884,0.826269553,34.0,122.8157616
1817,Mega,10.8228892,1.350736827,48.0,162.161589
1818,Nano,35.05290297,5.145975121,82.0,291.2396759
1819,Micro,13.85180397,2.552071784,59.0,210.5865244
1820,Macro,2.032868017,1.433139817,23.0,85.89262454
1821,Micro,0.148676092,2.597693107,14.0,50.64875812
1822,Macro,14.94979109,0.274450752,62.0,222.741668
1823,Micro,32.53584218,4.741996361,80.0,281.7446462
1824,Nano,31.07122783,4.894238959,87.0,309.6609171
1825,Macro,1.871599257,1.877711405,16.0,56.32163683
1826,Mega,0.451244404,3.53978674,16.0,56.01689561
1827,Macro,37.6626967,6.313926027,96.0,340.1496419
1828,Mega,36.16908593,7.523611218,85.0,309.6662556
1829,Mega,6.838044063,2.464856311,11.0,41.40970369
1830,Micro,20.50457042,4.530971142,64.0,233.6303792
1831,Micro,31.00062729,2.464132207,59.0,214.2389135
1832,Nano,27.85248821,8.473494927,94.0,339.5852883
1833,Macro,22.21647118,3.545499499,62.0,217.5085094
1834,Mega,13.63457957,3.33947268,53.0,186.2793658
1835,Nano,5.455547294,1.025903363,19.0,62.91034074
1836,Macro,26.62861541,4.539204096,91.0,325.2819772
1837,Mega,17.89165524,4.098492828,40.0,143.452238
1838,Mega,21.46999184,3.220821267,71.0,251.221702
1839,Micro,5.552356016,1.01689872,28.0,100.5776591
1840,Micro,16.86494698,4.255422961,55.0,194.3988008
1841,Nano,10.0151608,2.074406562,32.0,111.9802845
1842,Mega,18.30862229,2.517847341,77.0,275.529781
1843,Macro,12.33661999,1.217325392,48.0,166.731075
1844,Mega,24.40554207,6.450373512,56.0,197.083995
1845,Mega,26.09919087,4.351757741,81.0,289.0364803
1846,Micro,12.03495904,1.471282913,40.0,139.4419626
1847,Nano,19.70210755,3.903538448,59.0,207.092493
1848,Nano,2.503614918,1.223212307,23.0,81.68934891
1849,Macro,2.733787211,0.051444257,16.0,56.59269981
1850,Micro,8.210580502,0.54506686,40.0,142.494861
1851,Macro,14.0173457,2.473259935,27.0,94.04105463
1852,Nano,10.57592766,1.063323097,21.0,73.19279004
1853,Micro,13.92654551,2.157720387,41.0,148.1141293
1854,Micro,23.23704807,5.816140203,63.0,224.5075055
1855,Micro,0.220835039,2.792110085,21.0,74.89973598
1856,Nano,13.43002119,2.656327532,52.0,184.4647943
1857,Micro,7.759492503,1.463724215,18.0,66.34938699
1858,Macro,35.90697485,5.440589084,81.0,291.3133157
1859,Macro,4.972625274,4.905049083,14.0,52.75285707
1860,Mega,34.27032719,8.062578895,73.0,262.5881897
1861,Macro,14.88677162,0.899125167,34.0,116.3272967
1862,Micro,32.94845025,7.862944073,96.0,338.7906266
1863,Mega,20.71222956,3.740164535,75.0,264.6358734
1864,Nano,20.27098613,3.989554606,70.0,256.9743305
1865,Micro,25.66988236,2.14056622,77.0,273.2842738
1866,Nano,15.46334754,2.480593239,74.0,263.041024
1867,Macro,11.09229645,1.840255605,31.0,111.3156568
1868,Mega,6.674845961,1.986066032,12.0,41.56341532
1869,Nano,10.27783551,0.773331129,32.0,116.7699884
1870,Mega,27.93358042,5.902596689,78.0,276.098803
1871,Macro,26.40369544,3.431076806,86.0,310.1584229
1873,Nano,32.64512772,3.405064622,68.0,242.5219394
1874,Nano,10.41405264,3.798210294,29.0,99.42372101
1875,Macro,6.032826963,6.145541885,41.0,146.5620884
1876,Macro,27.98792232,6.066843266,83.0,292.5631693
1877,Macro,10.05191293,3.716741602,28.0,97.2436394
1878,Micro,13.71375994,0.826277105,32.0,109.9278558
1879,Mega,6.059626048,2.206644363,29.0,106.074547
1880,Macro,25.69736441,4.354449016,77.0,273.6721056
1881,Mega,33.88151018,5.708518932,85.0,303.6603243
1882,Nano,19.97502187,3.222876164,35.0,121.5288553
1883,Mega,7.339996233,3.690516896,40.0,140.5282084
1884,Micro,20.71245229,1.629664479,52.0,183.0164095
1885,Nano,13.60007097,0.016116571,89.0,321.0786795
1886,Macro,9.748085525,0.409903698,24.0,85.23791476
1887,Mega,33.62209115,6.804494005,67.0,240.3518467
1888,Mega,45.08292131,4.511628276,100.0,352.6576951
1889,Nano,26.87088292,3.440192694,83.0,296.7051267
1890,Nano,21.10789156,3.196668702,28.0,100.3285109
1891,Nano,28.65512418,7.869187058,94.0,337.3979752
1892,Micro,7.002813809,0.236655441,17.0,64.24894393
1893,Macro,11.41121511,1.302072125,19.0,66.21969665
1894,Micro,28.02612122,3.15244949,89.0,314.8862603
1895,Mega,33.66042024,7.639596242,91.0,321.2657372
1896,Micro,13.63793372,3.061267718,37.0,131.0178115
1897,Mega,32.98197831,8.476182415,84.0,306.2431009
1898,Macro,2.361074628,3.343804334,22.0,83.04290787
1899,Mega,26.98713859,0.842799647,71.0,252.1202089
1900,Micro,30.77545019,3.668133786,77.0,273.4160805
1901,Macro,34.27923262,7.940107984,76.0,266.9421863
1902,Mega,11.43205585,3.113767187,19.0,63.00613477
1903,Mega,38.20357545,6.574378925,89.0,316.5734832
1904,Micro,42.83265278,3.965112831,100.0,354.8695459
1905,Micro,14.2755592,2.329490869,13.0,48.98112405
1906,Macro,5.063017618,4.328050272,25.0,85.90434625
1907,Macro,28.08005623,6.062588606,91.0,322.3739491
1908,Mega,5.867787059,4.071008852,34.0,119.6004173
1909,Micro,32.60250268,0.539458042,96.0,348.7751239
1910,Micro,22.81931349,4.037226529,45.0,159.3737372
1911,Micro,24.99845725,5.37051983,63.0,227.5973666
1912,Nano,29.52017002,2.333157382,74.0,264.5922333
1913,Mega,14.64938056,0.651575128,42.0,150.4620168
1914,Nano,20.45089437,3.342233746,45.0,158.0694068
1915,Mega,7.919849465,0.075237086,31.0,107.0381741
1916,Nano,25.10445361,6.322648609,86.0,306.8107139
1917,Macro,12.73241353,0.53126965,41.0,141.8290708
1918,Mega,20.10848671,2.728374334,55.0,195.102176
1919,Mega,10.93594964,3.063813087,29.0,101.2901608
1920,Mega,34.53602104,4.63217989,87.0,303.6989831
1921,Nano,18.65206124,5.769453827,26.0,92.76007296
