Judul,Penulis,AbstrakClean,target,aspects
"Impact of key HR practices (human capital, training and rewards) on service recovery performance with mediating role of employee commitment of the Takaful industry of the Southeast Asian region","[{""Penulis"":""Mihardjo, Leonardus W.W.""},{""Penulis"":""Jermsittiparsert, Kittisak""},{""Penulis"":""Ahmed, Umair""},{""Penulis"":""Chankoson, Thitinan""},{""Penulis"":""Iqbal Hussain, Hafezali""}]",Tujuan Studi Saat Ini bermaksud untuk memeriksa praktik sumber daya manusia utama pelatihan dan penghargaan sumber daya manusia yang mempengaruhi komitmen karyawan dan kinerja pemulihan layanan SRP agen industri takaful di wilayah Asia Tenggara industri Takaful menghadapi persaingan yang ketat dengan industri asuransi konvensional di Malaysia dan Indonesia sebagai Tenggara Tenggara sebagai Tenggara dengan Tenggara dengan Tenggara dengan Persaingan dengan Industri Asuransi Konvensional di Malaysia dan Indonesia sebagai Tenggara Tenggara sebagai The SoutheastWilayah Asia memiliki populasi Muslim yang besar SRP sangat penting dalam industri asuransi secara khusus dalam industri asuransi Islam yang takuh dan memainkan peran penting dan kunci dalam keunggulan kompetitif yang berkelanjutan untuk penambahan nilai bagi perusahaan di masa depan untuk memperoleh pendekatan metodologi desain pasar data dikumpulkan dari depanAgen -agen lini industri Takaful yang beroperasi di Malaysia dan Indonesia tentang data teknik pengambilan sampel kenyamanan dianalisis dengan menggunakan PLS SEM untuk memeriksa hubungan antara konstruk temuan hasil menunjukkan bahwa pelatihan sumber daya manusia dan hadiah secara signifikan mempengaruhi komitmen karyawan yang lebih mempengaruhi SRP untuk ditingkatkanEfek mediasi juga ditemukan berpengaruh dan positif secara statistik dan signifikan oleh komitmen karyawan antara praktik -praktik utama SDM Hadiah Pelatihan Modal Manusia dan nilai orisinalitas SRP Studi saat ini berkontribusi pada tubuh pengetahuan dalam menjelaskan hubungan sumber daya manusia dengan komitmen karyawan dan temuan SRP yang lebih tidak meyakinkan lebih lanjut tidak dapat disimpulkanAntara pelatihan dan penghargaan juga dijelaskan dalam industri Takaful di wilayah Asia Tenggara Emerald Publishing Limited,"1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1","SDG1,SDG8,SDG9,SDG17"
First-Degree Polynomial Gradient Approach to Reveal the Severity of COVID-19 Pandemic in Affected Countries,"[{""Penulis"":""Wijaya, Dedy Rahman""},{""Penulis"":""Agung, Anak Agung Gde""},{""Penulis"":""Fahrudin, Tora""},{""Penulis"":""Suryatiningsih S.""}]","Covid adalah jenis baru Coronavirus NCOV yang berasal dari Wuhan di Cina sejak Maret yang telah menyatakan Covid sebagai pandemi saat ini telah menyebar ke negara atau daerah di seluruh dunia dari hari ke hari yang dikonfirmasi dipulihkan dan kasus kematian telah dilaporkan dengan cepat berubah dengan cepat berubah dengan cepat berubah dengan cepat berubah dengan cepat dengan cepat berubah dengan cepat dengan cepat berubah dengan cepat dengan cepat berubah dengan cepat dengan cepat berubah dengan cepat dengan cepat berubah dengan cepat dengan cepat berubah dengan cepat dengan cepat berubah dengan cepat dengan cepat berubah dengan cepat dan dengan cepat berubah dengan cepat dan dengan cepat berubah dengan cepat dan dengan cepat berubah dengan cepat dan dengan cepat berubah dengan cepat dan dengan cepat berubah dengan cepat dan dengan cepat berubah dengan cepat dan dengan cepat berubah dengan cepat dan dengan cepat berubah dengan cepat dengan cepat berubah dengan cepat dengan cepat dengan cepat dengan cepat dengan cepat dengan cepatItu menunjukkan situasi yang tidak pasti. Situasi yang tidak pasti ini dapat mempengaruhi banyak kegiatan ekonomi sosial namun sampai sekarang tidak ada pendekatan untuk mengkategorikan negara -negara ini dalam hubungannya dengan situasi terbaru ukuran khas misalnya tingkat kematian kasus CFR digunakan untuk mengukur proporsi kematian dibandingkan dibandingkanke jumlah total yang dikonfirmasi dari penyakit tertentu yang digunakannya untuk penyakit dengan kursus waktu terbatas seperti wabah infeksi akut, kelemahan utama CFR adalah hanya dapat dipertimbangkan sebagai hasil akhir ketika semua kasus telah dicapai baik meninggal atau mati atauDipulihkan sesuai dengan kesenjangan ini kami mengusulkan pendekatan gradien polinomial atau linier tingkat pertama untuk mengkategorikan status keparahan covid area atau negara berdasarkan tingkat kasus yang dipulihkan dan kematian yang dikonfirmasi.situasi dapat digunakan untuk dipertimbangkan untuk menentukan kebijakan yang berkaitan dengan pandemi covid seperti pekerjaan isolasi peringatan perjalanan dari home lock down dll dedy rahman wijaya anak agung gde agung tora fahrudin dan suryatiningsh artikel ACCE terbuka ini dibagikan di bawah atribusi commons kreatif CC oleh CC by dan suryatinings ini.lisensi","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG3,SDG17"
Implementation of great leadership style to leverage employees' performance in PT Telkom Akses Indonesia,"[{""Penulis"":""Saputra, Elnanda Ardiyant""},{""Penulis"":""Wahyuningtyas, Ratri""}]",Studi ini bermaksud untuk memeriksa apakah kepemimpinan yang hebat memiliki efek pada kinerja karyawan di PT Telkom Akes Banding Tujuan dari penelitian ini adalah untuk menentukan pengaruh Gaya Kepemimpinan Kelola diri Anda pada Kinerja Karyawan Pengaruh Kelola Jaringan Anda terhadap Kinerja Karyawan dan Pengaruh dariKelola tim Anda tentang kinerja karyawan yang diterapkan di perusahaan. Penelitian ini menggunakan pengumpulan data metode deskriptif kuantitatif dilakukan dengan menggunakan kuesioner yang didistribusikan kepada karyawan untuk menguji hipotesis penelitian ini menggunakan model persamaan struktural SEM dengan peneliti AMOS menemukan bahwa responden telah memiliki bahwa mereka bahwaPerusahaan memiliki pemimpin yang mendukung kinerja karyawan yang dapat dilihat dari faktor -faktor kepemimpinan besar yang cenderung mempengaruhi tiga dimensi kepemimpinan utama mengelola diri Anda sendiri dan mengelola tim Anda hak cipta Inderscience Enterprises Ltd,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
Empirical mode decomposition and grey level difference for lung sound classification,"[{""Penulis"":""Hadiyoso, Sugondo""},{""Penulis"":""Rizal, Achmad""}]","Suara paru -paru adalah salah satu parameter kesehatan pernapasan suara ini memiliki karakter spesifik jika ada penyakit di paru -paru dalam beberapa kasus, sulit untuk membedakan satu jenis suara paru -paru ke yang lain dibutuhkan pengalaman keahlian dan sensitivitas dokter untuk menghindarisalah didiagnosis Oleh karena itu banyak penelitian telah mengusulkan metode ekstraksi fitur yang dikombinasikan dengan metode ifikasi CLA otomatis untuk mendeteksi penyakit paru -paru melalui analisis suara paru -paru karena sifat kompleks sinyal biologis yang diproduksi dengan prosedur kompleks. Metode multiskala adalah metode ekstraksi fitur yang menarik untuk menjadidikembangkan penelitian ini mengusulkan EMD dekomposisi mode empiris dan perbedaan tingkat abu -abu yang dimodifikasi GLD untuk suara paru -paru CLA ification EMD digunakan untuk menguraikan sinyal dan kemudian GLD diukur pada setiap sinyal yang didekomposisi sebagai set fitur ada lima kla esSuara paru -paru yang disimulasikan dalam penelitian ini termasuk gosok pleura yang mengi dan evaluasi kinerja stridor dilakukan dengan menggunakan multilayer perceptron MLP dan validasi CRO lipatan yang diusulkan metode ini menghasilkan akurasi tertinggi dari penelitian ini mengungguli beberapa studi sebelumnya yang disimulasikan pada hal yang samaDataset Diharapkan bahwa di masa depan metode yang diusulkan dapat diuji pada kumpulan data yang lebih besar untuk menentukan kekokohan metode lavoisier semua hak dilindungi undang -undang","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",SDG3
Developing a Predictive Supervised Machine Learning Models for Diabetes,"[{""Penulis"":""Kaur Bhullar, Divya""},{""Penulis"":""Shievanie Selvaraj, Natassha""},{""Penulis"":""Teng Choong, Fung""},{""Penulis"":""Wan Jing, Chen""},{""Penulis"":""Xiaoxi, Kang""},{""Penulis"":""Handayani, Dini""},{""Penulis"":""Hamzah, Norhidayah""},{""Penulis"":""Lubis, Muharman""},{""Penulis"":""Mantoro, Teddy""}]",Semakin banyak kasus diabetes saat ini sering didiagnosis terlambat atau bahkan tidak diketahui sama sekali sampai pada tahap selanjutnya salah satu penjelasan dominan untuk tren ini adalah kelangkaan alat prediksi dan teknik untuk penyakit ini penelitian sebelumnya telah menunjukkan bahwa prediksi dini dariDiabetes dapat menurunkan risiko implikasi kesehatan utama dan meningkatkan kesimpulan dalam membuat keputusan pengobatan yang lebih baik untuk pasien penelitian ini mencoba merancang model untuk memprediksi diabetes berdasarkan faktor risiko pasien dan gaya hidup kami menggunakan data dari Institut Nasional Diabetes dan Pencernaandan penyakit ginjal untuk memvisualisasikan data untuk memahami korelasi antar variabel kami kemudian melakukan penambangan data menggunakan logistik hutan acak dan pohon keputusan untuk membandingkan kinerja terbaik dalam akurasi dan skor F temuan kami menunjukkan bahwa model prediksi menggunakan algoritma acak Forrest CLA IFIERPersentase akurasi tertinggi dalam memprediksi diabetes dibandingkan dengan dua algoritma CLA ifier lainnya IEEE,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",SDG3
Tourism experience in Indonesia: A new approach using the rasch model scale,"[{""Penulis"":""Hermanto, Bambang""},{""Penulis"":""Miftahuddin, Asep""}]","Dalam makalah ini, penelitian yang discusikan menganalisis pengalaman pariwisata di Indonesia, penelitian ini bertujuan untuk mengeksplorasi faktor -faktor yang mempengaruhi pengalaman branding kota, aplikasi empiris didasarkan pada studi pengunjung yang bepergian di Indonesia yang dianalisis menggunakan model rasch yang bertujuan untuk a yang ditujukan untuk aSkala pengukuran yang kredibel dan akurat yang akan membantu untuk mengklarifikasi definisi dan meningkatkan manajemen pengalaman pariwisata yang telah kami kembangkan ukuran poin dari pengalaman pariwisata yang kami ukalkan meluas ke banyak destinasi wisata, skala ini terdiri dari enam bidang Hedonism Novelty RefreshmentData signifikansi budaya lokal dan data dedikasi sangat penting bagi kerangka kerja dimensi pengalaman pariwisata serta keakuratan dan validitasnya dalam editura universitatii din oradea semua hak dilindungi undang -undang","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
Energy Management System with IoT Connectivity for Portable Solar Power Plant,"[{""Penulis"":""Putra, Dicky Dwi""},{""Penulis"":""Syihabuddin, Budi""},{""Penulis"":""Jabbar, Muhammad Alif Mi'raj""},{""Penulis"":""Irsal, Abdurrauf""},{""Penulis"":""Purwadi, Agus""},{""Penulis"":""Munir, Achmad""}]",Indonesia memiliki potensi energi matahari yang cukup tinggi karena terletak di daerah khatulistiwa potensi energi matahari di Indonesia berdasarkan pada rentang Dewan Energi Nasional sekitar jam kilowatt per meter persegi per hari kWh m hari ini sangat keuntungan untuk membangun skala kecilPembangkit listrik tenaga surya sebagai sumber listrik di daerah terpencil terutama yang memiliki aspek portabilitas namun manajemen energi yang dihasilkan oleh pembangkit listrik tenaga surya portabel jarang menerima perhatian dan sering dilakukan secara manual dalam makalah ini pengembangan sistem manajemen energi diusulkan untuk tenaga surya portabel portabelPabrik di mana sistem memiliki koneksi ke Internet of Things IoT Network sehingga pengendalian penggunaan daya serta prosedur pemantauan kapasitas baterai dapat dilakukan dengan mudah melalui tablet smartphone atau komputer IEEEE,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",SDG7
Internet of Things Device for Clay Moisture Measurement,"[{""Penulis"":""Dewi, Sakina Asna""},{""Penulis"":""Nuha, Hilal Hudan""},{""Penulis"":""Mugitama, Satria Akbar""},{""Penulis"":""Yasirandi, Rahmat""}]","kelembaban tanah liat mengekspresikan jumlah air di tanah liat material yang kering atau terlalu lembab kegagalan dalam pembuatan gerabah oleh karena itu kami mengembangkan perangkat internet hal -hal yang dapat mendeteksi tingkat kelembaban di tanah liat. Perangkat ini terdiri dari cairan sensor kelembaban tanah liat.Tampilan Kristal LCD Arduino Nano dan Modul Relai Kondisi tanah liat dapat dilihat pada LCD yang dipasang dan dihubungkan ke alat untuk mengevaluasi sistem yang dikembangkan, kami melakukan percobaan untuk mengamati kelembaban dua bahan tanah liat yang berbeda di mana salah satunya beradaDicampur dengan air tambahan selama berjam -jam perangkat ini terbukti dapat menampilkan perbedaan bahan perangkat ini juga dapat menentukan status kering atau basah dari bahan setelah bahan terdeteksi untuk dikeringkan, perangkat akan menuangkan air ke dalamBahan Perangkat yang dikembangkan dapat membantu pengrajin untuk mempertahankan kualitas tanah liat untuk kerajinan mereka IEEE","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",SDG9
Impact of cross equatorial northerly surge (CENS) on Jakarta heavy rainfall and its interaction with tropical cyclone (Case study: 18-25 February 2020),"[{""Penulis"":""Saufina, Elfira""},{""Penulis"":""Trismidianto""},{""Penulis"":""Risyanto""},{""Penulis"":""Fathrio, Ibnu""},{""Penulis"":""Harjupa, Wendi""}]","Studi ini menganalisis penyebab banjir di daerah Jakarta pada parameter meteorologi yang diturunkan oleh satelit Februari digunakan untuk menguraikan indeks awan konvektif yang mendasari yang berasal dari satelit Himawari dan distribusi curah hujan horizontal yang berasal dari pemetaan satelit global dari pengurangan curah hujan sebagai produk pengukuran curah hujan global GPP globalSatelit yang dikonfirmasi curah hujan lebat terjadi selama periode ini hasilnya menunjukkan bahwa banjir selama periode ini diperkuat oleh penguatan angin permukaan yang tidak ada dari Laut Cina Selatan yang cro the Equator yang dikenal sebagai cro equtorial secara tidak jelas melonjaknya lonjakan air ini membawa air yang berlimpah ini berlimpah iniUap dan menghasilkan curah hujan intensif di pantai utara Pulau Java Barat yang menguatkan angin permukaan yang tidak diwakili oleh indeks sensor bentuk bentuk angin permukaan yang diperoleh dari dataset analisis vektor angin multi platform CCMP yang tidak disertai dengan temperatur permukaan laut yang dingin.Di Laut Cina Selatan yang ditunjukkan oleh dataset yang diinterpolasi secara optimal Selain itu, penelitian ini menyoroti peran siklon tropis Tc ferdinand yang dibentuk di tenggara Pulau Jawa yang mendukung aktivitas konvektif di atas Jakarta pada Februari seperti yang ditunjukkan oleh curah hujan minimum selama periode aktif SENS SENS SENSIPenulis s","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
The influence of service quality and consumer trust on consumer loyalty of carousel apps,"[{""Penulis"":""Putri, Alma Amanda""},{""Penulis"":""Wardhana, Aditya""},{""Penulis"":""Pradana, Mahir""}]","Perkembangan dan pertumbuhan teknologi di Indonesia memunculkan berbagai jenis perdagangan baru berbagai kategori tersedia dalam perdagangan E saat ini seperti fashion makanan harian elektronik dan fashion lainnya adalah kategori dengan minat konsumen terbesar tetapi industri fesyen fashionjuga merupakan kontributor terbesar untuk kerusakan lingkungan Awarena publik kerusakan lingkungan meningkatkan tren membeli dan menjual barang -barang yang telah diwarnai atau biasanya disebut aplikasi carousell hemat menjadi salah satu platform perdagangan barang bekas yang pada kenyataannya masih mendapat banyak keluhan dari pelanggan di berbagai mediaPenelitian ini bertujuan untuk mencari tahu dan menganalisis dampak kualitas layanan dan kepercayaan konsumen pada loyalitas pelanggan dalam aplikasi carousell penelitian ini menggunakan metode kuantitatif dengan teknik tipe penelitian deskriptif menggunakan teknik pengambilan sampel nonprobabilitas dengan kategori pengambilan sampel jenuh yang melibatkan teknik analisis data responden menggunakan analisis deskriptif dengan deskriptif dengan deskriptif responden menggunakan analisis deskriptif responden menggunakan analisis deskriptif dengan deskriptif responden menggunakan analisis deskriptif responden menggunakan analisis deskriptif dengan deskriptif responden menggunakan deskriptif responden menggunakan analisis deskriptif dengan responden menggunakan deskriptif responden menggunakan analisis deskriptif responden menggunakan deskriptif responden menggunakan analisis deskriptif responden menggunakan deskriptif responden menggunakan deskriptif responden menggunakan analisis deskriptif responden menggunakan deskriptif responden menggunakan deskriptif responden menggunakan respondendan beberapa analisis regre linier dengan bantuan versi SP berdasarkan hasil analisis deskriptif dari jasa layanan variabel kepercayaan konsumen dan loyalitas pelanggan secara keseluruhan dalam kategori yang baik besarnya pengaruh kualitas layanan dan kepercayaan konsumen dan sisanya dipengaruhiDengan variabel lain yang tidak dipelajari dalam penelitian ini kualitas layanan parsial dan kepercayaan konsumen memiliki dampak signifikan pada loyalitas pelanggan pada aplikasi carousell, pengaruh tertinggi adalah kualitas layanan dan diikuti oleh konsumen kepercayaan IEOM Society International","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
Application of simple kinematic model from flexion movement of upper-limb with RGB-D camera perspective,"[{""Penulis"":""Barri M.H.""}]",Studi ini menggambarkan penggunaan kamera RGB D untuk mendapatkan pergerakan ekstremitas atas untuk pasien rehabilitasi stroke.Lengan DOF dengan tes gerak fleksi yang diperpanjang dilakukan pada pasien normal dengan skema gerakan yang sering muncul dalam prosedur rehabilitasi hasil menunjukkan bahwa penggunaan model DOF menghasilkan akurasi dan waktu perhitungan yang lebih baik daripada menggunakan model DOF yang diterbitkan di bawah lisensi oleh IOPPenerbitan Ltd,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",SDG3
